! Time(s)	BldPitch1(rad)	BldPitch2(rad)	BldPitch3(rad)	GenTq(Nm)	YawRate(rad/s)
98.37500000	-0.00707861	-0.00707861	-0.00707861	40000.00000000	-0.00010192
98.40000000	-0.00697119	-0.00697119	-0.00697119	40000.00000000	-0.00010036
98.42500000	-0.00686371	-0.00686371	-0.00686371	40000.00000000	-0.00009880
98.45000000	-0.00675615	-0.00675615	-0.00675615	40000.00000000	-0.00009724
98.47500000	-0.00664853	-0.00664853	-0.00664853	40000.00000000	-0.00009567
98.50000000	-0.00654084	-0.00654084	-0.00654084	40000.00000000	-0.00009411
98.52500000	-0.00643309	-0.00643309	-0.00643309	40000.00000000	-0.00009254
98.55000000	-0.00632527	-0.00632527	-0.00632527	40000.00000000	-0.00009098
98.57500000	-0.00621740	-0.00621740	-0.00621740	40000.00000000	-0.00008942
98.60000000	-0.00610946	-0.00610946	-0.00610946	40000.00000000	-0.00008785
98.62500000	-0.00600146	-0.00600146	-0.00600146	40000.00000000	-0.00008629
98.65000000	-0.00589340	-0.00589340	-0.00589340	40000.00000000	-0.00008472
98.67500000	-0.00578528	-0.00578528	-0.00578528	40000.00000000	-0.00008316
98.70000000	-0.00567711	-0.00567711	-0.00567711	40000.00000000	-0.00008159
98.72500000	-0.00556888	-0.00556888	-0.00556888	40000.00000000	-0.00008002
98.75000000	-0.00546059	-0.00546059	-0.00546059	40000.00000000	-0.00007846
98.77500000	-0.00535225	-0.00535225	-0.00535225	40000.00000000	-0.00007689
98.80000000	-0.00524386	-0.00524386	-0.00524386	40000.00000000	-0.00007533
98.82500000	-0.00513542	-0.00513542	-0.00513542	40000.00000000	-0.00007376
98.85000000	-0.00502692	-0.00502692	-0.00502692	40000.00000000	-0.00007219
98.87500000	-0.00491838	-0.00491838	-0.00491838	40000.00000000	-0.00007063
98.90000000	-0.00480979	-0.00480979	-0.00480979	40000.00000000	-0.00006906
98.92500000	-0.00470115	-0.00470115	-0.00470115	40000.00000000	-0.00006749
98.95000000	-0.00459246	-0.00459246	-0.00459246	40000.00000000	-0.00006593
98.97500000	-0.00448373	-0.00448373	-0.00448373	40000.00000000	-0.00006436
99.00000000	-0.00437496	-0.00437496	-0.00437496	40000.00000000	-0.00006279
99.02500000	-0.00426614	-0.00426614	-0.00426614	40000.00000000	-0.00006122
99.05000000	-0.00415728	-0.00415728	-0.00415728	40000.00000000	-0.00005965
99.07500000	-0.00404837	-0.00404837	-0.00404837	40000.00000000	-0.00005809
99.10000000	-0.00393943	-0.00393943	-0.00393943	40000.00000000	-0.00005652
99.12500000	-0.00383045	-0.00383045	-0.00383045	40000.00000000	-0.00005495
99.15000000	-0.00372143	-0.00372143	-0.00372143	40000.00000000	-0.00005338
99.17500000	-0.00361238	-0.00361238	-0.00361238	40000.00000000	-0.00005181
99.20000000	-0.00350328	-0.00350328	-0.00350328	40000.00000000	-0.00005024
99.22500000	-0.00339416	-0.00339416	-0.00339416	40000.00000000	-0.00004868
99.25000000	-0.00328500	-0.00328500	-0.00328500	40000.00000000	-0.00004711
99.27500000	-0.00317581	-0.00317581	-0.00317581	40000.00000000	-0.00004554
99.30000000	-0.00306659	-0.00306659	-0.00306659	40000.00000000	-0.00004397
99.32500000	-0.00295733	-0.00295733	-0.00295733	40000.00000000	-0.00004240
99.35000000	-0.00284805	-0.00284805	-0.00284805	40000.00000000	-0.00004083
99.37500000	-0.00273874	-0.00273874	-0.00273874	40000.00000000	-0.00003926
99.40000000	-0.00262940	-0.00262940	-0.00262940	40000.00000000	-0.00003769
99.42500000	-0.00252004	-0.00252004	-0.00252004	40000.00000000	-0.00003612
99.45000000	-0.00241065	-0.00241065	-0.00241065	40000.00000000	-0.00003455
99.47500000	-0.00230124	-0.00230124	-0.00230124	40000.00000000	-0.00003298
99.50000000	-0.00219180	-0.00219180	-0.00219180	40000.00000000	-0.00003141
99.52500000	-0.00208235	-0.00208235	-0.00208235	40000.00000000	-0.00002984
99.55000000	-0.00197287	-0.00197287	-0.00197287	40000.00000000	-0.00002827
99.57500000	-0.00186337	-0.00186337	-0.00186337	40000.00000000	-0.00002670
99.60000000	-0.00175386	-0.00175386	-0.00175386	40000.00000000	-0.00002513
99.62500000	-0.00164433	-0.00164433	-0.00164433	40000.00000000	-0.00002356
99.65000000	-0.00153478	-0.00153478	-0.00153478	40000.00000000	-0.00002199
99.67500000	-0.00142521	-0.00142521	-0.00142521	40000.00000000	-0.00002042
99.70000000	-0.00131564	-0.00131564	-0.00131564	40000.00000000	-0.00001885
99.72500000	-0.00120604	-0.00120604	-0.00120604	40000.00000000	-0.00001728
99.75000000	-0.00109644	-0.00109644	-0.00109644	40000.00000000	-0.00001571
99.77500000	-0.00098683	-0.00098683	-0.00098683	40000.00000000	-0.00001414
99.80000000	-0.00087721	-0.00087721	-0.00087721	40000.00000000	-0.00001257
99.82500000	-0.00076757	-0.00076757	-0.00076757	40000.00000000	-0.00001100
99.85000000	-0.00065793	-0.00065793	-0.00065793	40000.00000000	-0.00000942
99.87500000	-0.00054829	-0.00054829	-0.00054829	40000.00000000	-0.00000785
99.90000000	-0.00043864	-0.00043864	-0.00043864	40000.00000000	-0.00000628
99.92500000	-0.00032898	-0.00032898	-0.00032898	40000.00000000	-0.00000471
99.95000000	-0.00021932	-0.00021932	-0.00021932	40000.00000000	-0.00000314
99.97500000	-0.00010966	-0.00010966	-0.00010966	40000.00000000	-0.00000157
100.00000000	0.00000000	0.00000000	0.00000000	40000.00000000	0.00000000
100.02500000	0.00010966	0.00010966	0.00010966	40000.00000000	0.00000157
100.05000000	0.00021932	0.00021932	0.00021932	40000.00000000	0.00000314
100.07500000	0.00032898	0.00032898	0.00032898	40000.00000000	0.00000471
100.10000000	0.00043864	0.00043864	0.00043864	40000.00000000	0.00000628
100.12500000	0.00054829	0.00054829	0.00054829	40000.00000000	0.00000785
100.15000000	0.00065793	0.00065793	0.00065793	40000.00000000	0.00000942
100.17500000	0.00076757	0.00076757	0.00076757	40000.00000000	0.00001100
100.20000000	0.00087721	0.00087721	0.00087721	40000.00000000	0.00001257
100.22500000	0.00098683	0.00098683	0.00098683	40000.00000000	0.00001414
100.25000000	0.00109644	0.00109644	0.00109644	40000.00000000	0.00001571
100.27500000	0.00120604	0.00120604	0.00120604	40000.00000000	0.00001728
100.30000000	0.00131564	0.00131564	0.00131564	40000.00000000	0.00001885
100.32500000	0.00142521	0.00142521	0.00142521	40000.00000000	0.00002042
100.35000000	0.00153478	0.00153478	0.00153478	40000.00000000	0.00002199
100.37500000	0.00164433	0.00164433	0.00164433	40000.00000000	0.00002356
100.40000000	0.00175386	0.00175386	0.00175386	40000.00000000	0.00002513
100.42500000	0.00186337	0.00186337	0.00186337	40000.00000000	0.00002670
100.45000000	0.00197287	0.00197287	0.00197287	40000.00000000	0.00002827
100.47500000	0.00208235	0.00208235	0.00208235	40000.00000000	0.00002984
100.50000000	0.00219180	0.00219180	0.00219180	40000.00000000	0.00003141
100.52500000	0.00230124	0.00230124	0.00230124	40000.00000000	0.00003298
100.55000000	0.00241065	0.00241065	0.00241065	40000.00000000	0.00003455
100.57500000	0.00252004	0.00252004	0.00252004	40000.00000000	0.00003612
100.60000000	0.00262940	0.00262940	0.00262940	40000.00000000	0.00003769
100.62500000	0.00273874	0.00273874	0.00273874	40000.00000000	0.00003926
100.65000000	0.00284805	0.00284805	0.00284805	40000.00000000	0.00004083
100.67500000	0.00295733	0.00295733	0.00295733	40000.00000000	0.00004240
100.70000000	0.00306659	0.00306659	0.00306659	40000.00000000	0.00004397
100.72500000	0.00317581	0.00317581	0.00317581	40000.00000000	0.00004554
100.75000000	0.00328500	0.00328500	0.00328500	40000.00000000	0.00004711
100.77500000	0.00339416	0.00339416	0.00339416	40000.00000000	0.00004868
100.80000000	0.00350328	0.00350328	0.00350328	40000.00000000	0.00005024
100.82500000	0.00361238	0.00361238	0.00361238	40000.00000000	0.00005181
100.85000000	0.00372143	0.00372143	0.00372143	40000.00000000	0.00005338
100.87500000	0.00383045	0.00383045	0.00383045	40000.00000000	0.00005495
100.90000000	0.00393943	0.00393943	0.00393943	40000.00000000	0.00005652
100.92500000	0.00404837	0.00404837	0.00404837	40000.00000000	0.00005809
100.95000000	0.00415728	0.00415728	0.00415728	40000.00000000	0.00005965
100.97500000	0.00426614	0.00426614	0.00426614	40000.00000000	0.00006122
101.00000000	0.00437496	0.00437496	0.00437496	40000.00000000	0.00006279
101.02500000	0.00448373	0.00448373	0.00448373	40000.00000000	0.00006436
101.05000000	0.00459246	0.00459246	0.00459246	40000.00000000	0.00006593
101.07500000	0.00470115	0.00470115	0.00470115	40000.00000000	0.00006749
101.10000000	0.00480979	0.00480979	0.00480979	40000.00000000	0.00006906
101.12500000	0.00491838	0.00491838	0.00491838	40000.00000000	0.00007063
101.15000000	0.00502692	0.00502692	0.00502692	40000.00000000	0.00007219
101.17500000	0.00513542	0.00513542	0.00513542	40000.00000000	0.00007376
101.20000000	0.00524386	0.00524386	0.00524386	40000.00000000	0.00007533
101.22500000	0.00535225	0.00535225	0.00535225	40000.00000000	0.00007689
101.25000000	0.00546059	0.00546059	0.00546059	40000.00000000	0.00007846
101.27500000	0.00556888	0.00556888	0.00556888	40000.00000000	0.00008002
101.30000000	0.00567711	0.00567711	0.00567711	40000.00000000	0.00008159
101.32500000	0.00578528	0.00578528	0.00578528	40000.00000000	0.00008316
101.35000000	0.00589340	0.00589340	0.00589340	40000.00000000	0.00008472
101.37500000	0.00600146	0.00600146	0.00600146	40000.00000000	0.00008629
101.40000000	0.00610946	0.00610946	0.00610946	40000.00000000	0.00008785
101.42500000	0.00621740	0.00621740	0.00621740	40000.00000000	0.00008942
101.45000000	0.00632527	0.00632527	0.00632527	40000.00000000	0.00009098
101.47500000	0.00643309	0.00643309	0.00643309	40000.00000000	0.00009254
101.50000000	0.00654084	0.00654084	0.00654084	40000.00000000	0.00009411
101.52500000	0.00664853	0.00664853	0.00664853	40000.00000000	0.00009567
101.55000000	0.00675615	0.00675615	0.00675615	40000.00000000	0.00009724
101.57500000	0.00686371	0.00686371	0.00686371	40000.00000000	0.00009880
101.60000000	0.00697119	0.00697119	0.00697119	40000.00000000	0.00010036
101.62500000	0.00707861	0.00707861	0.00707861	40000.00000000	0.00010192
101.65000000	0.00718596	0.00718596	0.00718596	40000.00000000	0.00010349
101.67500000	0.00729324	0.00729324	0.00729324	40000.00000000	0.00010505
101.70000000	0.00740044	0.00740044	0.00740044	40000.00000000	0.00010661
101.72500000	0.00750758	0.00750758	0.00750758	40000.00000000	0.00010817
101.75000000	0.00761464	0.00761464	0.00761464	40000.00000000	0.00010973
101.77500000	0.00772162	0.00772162	0.00772162	40000.00000000	0.00011130
101.80000000	0.00782853	0.00782853	0.00782853	40000.00000000	0.00011286
101.82500000	0.00793536	0.00793536	0.00793536	40000.00000000	0.00011442
101.85000000	0.00804211	0.00804211	0.00804211	40000.00000000	0.00011598
101.87500000	0.00814878	0.00814878	0.00814878	40000.00000000	0.00011754
101.90000000	0.00825537	0.00825537	0.00825537	40000.00000000	0.00011910
101.92500000	0.00836188	0.00836188	0.00836188	40000.00000000	0.00012066
101.95000000	0.00846831	0.00846831	0.00846831	40000.00000000	0.00012222
101.97500000	0.00857466	0.00857466	0.00857466	40000.00000000	0.00012377
102.00000000	0.00868091	0.00868091	0.00868091	40000.00000000	0.00012533
102.02500000	0.00878709	0.00878709	0.00878709	40000.00000000	0.00012689
102.05000000	0.00889318	0.00889318	0.00889318	40000.00000000	0.00012845
102.07500000	0.00899918	0.00899918	0.00899918	40000.00000000	0.00013001
102.10000000	0.00910509	0.00910509	0.00910509	40000.00000000	0.00013156
102.12500000	0.00921091	0.00921091	0.00921091	40000.00000000	0.00013312
102.15000000	0.00931664	0.00931664	0.00931664	40000.00000000	0.00013468
102.17500000	0.00942227	0.00942227	0.00942227	40000.00000000	0.00013623
102.20000000	0.00952782	0.00952782	0.00952782	40000.00000000	0.00013779
102.22500000	0.00963327	0.00963327	0.00963327	40000.00000000	0.00013935
102.25000000	0.00973863	0.00973863	0.00973863	40000.00000000	0.00014090
102.27500000	0.00984389	0.00984389	0.00984389	40000.00000000	0.00014246
102.30000000	0.00994905	0.00994905	0.00994905	40000.00000000	0.00014401
102.32500000	0.01005411	0.01005411	0.01005411	40000.00000000	0.00014557
102.35000000	0.01015908	0.01015908	0.01015908	40000.00000000	0.00014712
102.37500000	0.01026394	0.01026394	0.01026394	40000.00000000	0.00014867
102.40000000	0.01036871	0.01036871	0.01036871	40000.00000000	0.00015023
102.42500000	0.01047337	0.01047337	0.01047337	40000.00000000	0.00015178
102.45000000	0.01057793	0.01057793	0.01057793	40000.00000000	0.00015333
102.47500000	0.01068238	0.01068238	0.01068238	40000.00000000	0.00015488
102.50000000	0.01078673	0.01078673	0.01078673	40000.00000000	0.00015643
102.52500000	0.01089097	0.01089097	0.01089097	40000.00000000	0.00015799
102.55000000	0.01099510	0.01099510	0.01099510	40000.00000000	0.00015954
102.57500000	0.01109913	0.01109913	0.01109913	40000.00000000	0.00016109
102.60000000	0.01120305	0.01120305	0.01120305	40000.00000000	0.00016264
102.62500000	0.01130685	0.01130685	0.01130685	40000.00000000	0.00016419
102.65000000	0.01141054	0.01141054	0.01141054	40000.00000000	0.00016574
102.67500000	0.01151413	0.01151413	0.01151413	40000.00000000	0.00016728
102.70000000	0.01161759	0.01161759	0.01161759	40000.00000000	0.00016883
102.72500000	0.01172095	0.01172095	0.01172095	40000.00000000	0.00017038
102.75000000	0.01182418	0.01182418	0.01182418	40000.00000000	0.00017193
102.77500000	0.01192730	0.01192730	0.01192730	40000.00000000	0.00017348
102.80000000	0.01203031	0.01203031	0.01203031	40000.00000000	0.00017502
102.82500000	0.01213319	0.01213319	0.01213319	40000.00000000	0.00017657
102.85000000	0.01223596	0.01223596	0.01223596	40000.00000000	0.00017812
102.87500000	0.01233860	0.01233860	0.01233860	40000.00000000	0.00017966
102.90000000	0.01244112	0.01244112	0.01244112	40000.00000000	0.00018121
102.92500000	0.01254352	0.01254352	0.01254352	40000.00000000	0.00018275
102.95000000	0.01264580	0.01264580	0.01264580	40000.00000000	0.00018429
102.97500000	0.01274795	0.01274795	0.01274795	40000.00000000	0.00018584
103.00000000	0.01284997	0.01284997	0.01284997	40000.00000000	0.00018738
103.02500000	0.01295187	0.01295187	0.01295187	40000.00000000	0.00018892
103.05000000	0.01305364	0.01305364	0.01305364	40000.00000000	0.00019047
103.07500000	0.01315528	0.01315528	0.01315528	40000.00000000	0.00019201
103.10000000	0.01325679	0.01325679	0.01325679	40000.00000000	0.00019355
103.12500000	0.01335817	0.01335817	0.01335817	40000.00000000	0.00019509
103.15000000	0.01345942	0.01345942	0.01345942	40000.00000000	0.00019663
103.17500000	0.01356054	0.01356054	0.01356054	40000.00000000	0.00019817
103.20000000	0.01366152	0.01366152	0.01366152	40000.00000000	0.00019971
103.22500000	0.01376237	0.01376237	0.01376237	40000.00000000	0.00020125
103.25000000	0.01386308	0.01386308	0.01386308	40000.00000000	0.00020279
103.27500000	0.01396365	0.01396365	0.01396365	40000.00000000	0.00020433
103.30000000	0.01406409	0.01406409	0.01406409	40000.00000000	0.00020586
103.32500000	0.01416439	0.01416439	0.01416439	40000.00000000	0.00020740
103.35000000	0.01426454	0.01426454	0.01426454	40000.00000000	0.00020894
103.37500000	0.01436456	0.01436456	0.01436456	40000.00000000	0.00021047
103.40000000	0.01446444	0.01446444	0.01446444	40000.00000000	0.00021201
103.42500000	0.01456417	0.01456417	0.01456417	40000.00000000	0.00021354
103.45000000	0.01466376	0.01466376	0.01466376	40000.00000000	0.00021508
103.47500000	0.01476320	0.01476320	0.01476320	40000.00000000	0.00021661
103.50000000	0.01486250	0.01486250	0.01486250	40000.00000000	0.00021814
103.52500000	0.01496165	0.01496165	0.01496165	40000.00000000	0.00021968
103.55000000	0.01506066	0.01506066	0.01506066	40000.00000000	0.00022121
103.57500000	0.01515951	0.01515951	0.01515951	40000.00000000	0.00022274
103.60000000	0.01525822	0.01525822	0.01525822	40000.00000000	0.00022427
103.62500000	0.01535677	0.01535677	0.01535677	40000.00000000	0.00022580
103.65000000	0.01545518	0.01545518	0.01545518	40000.00000000	0.00022733
103.67500000	0.01555343	0.01555343	0.01555343	40000.00000000	0.00022886
103.70000000	0.01565153	0.01565153	0.01565153	40000.00000000	0.00023039
103.72500000	0.01574947	0.01574947	0.01574947	40000.00000000	0.00023192
103.75000000	0.01584726	0.01584726	0.01584726	40000.00000000	0.00023345
103.77500000	0.01594489	0.01594489	0.01594489	40000.00000000	0.00023497
103.80000000	0.01604236	0.01604236	0.01604236	40000.00000000	0.00023650
103.82500000	0.01613968	0.01613968	0.01613968	40000.00000000	0.00023802
103.85000000	0.01623684	0.01623684	0.01623684	40000.00000000	0.00023955
103.87500000	0.01633383	0.01633383	0.01633383	40000.00000000	0.00024108
103.90000000	0.01643067	0.01643067	0.01643067	40000.00000000	0.00024260
103.92500000	0.01652734	0.01652734	0.01652734	40000.00000000	0.00024412
103.95000000	0.01662385	0.01662385	0.01662385	40000.00000000	0.00024565
103.97500000	0.01672019	0.01672019	0.01672019	40000.00000000	0.00024717
104.00000000	0.01681638	0.01681638	0.01681638	40000.00000000	0.00024869
104.02500000	0.01691239	0.01691239	0.01691239	40000.00000000	0.00025021
104.05000000	0.01700824	0.01700824	0.01700824	40000.00000000	0.00025173
104.07500000	0.01710392	0.01710392	0.01710392	40000.00000000	0.00025325
104.10000000	0.01719943	0.01719943	0.01719943	40000.00000000	0.00025477
104.12500000	0.01729477	0.01729477	0.01729477	40000.00000000	0.00025629
104.15000000	0.01738994	0.01738994	0.01738994	40000.00000000	0.00025781
104.17500000	0.01748494	0.01748494	0.01748494	40000.00000000	0.00025932
104.20000000	0.01757977	0.01757977	0.01757977	40000.00000000	0.00026084
104.22500000	0.01767442	0.01767442	0.01767442	40000.00000000	0.00026236
104.25000000	0.01776890	0.01776890	0.01776890	40000.00000000	0.00026387
104.27500000	0.01786320	0.01786320	0.01786320	40000.00000000	0.00026539
104.30000000	0.01795733	0.01795733	0.01795733	40000.00000000	0.00026690
104.32500000	0.01805128	0.01805128	0.01805128	40000.00000000	0.00026842
104.35000000	0.01814505	0.01814505	0.01814505	40000.00000000	0.00026993
104.37500000	0.01823864	0.01823864	0.01823864	40000.00000000	0.00027144
104.40000000	0.01833205	0.01833205	0.01833205	40000.00000000	0.00027295
104.42500000	0.01842528	0.01842528	0.01842528	40000.00000000	0.00027446
104.45000000	0.01851833	0.01851833	0.01851833	40000.00000000	0.00027597
104.47500000	0.01861120	0.01861120	0.01861120	40000.00000000	0.00027748
104.50000000	0.01870388	0.01870388	0.01870388	40000.00000000	0.00027899
104.52500000	0.01879638	0.01879638	0.01879638	40000.00000000	0.00028050
104.55000000	0.01888870	0.01888870	0.01888870	40000.00000000	0.00028201
104.57500000	0.01898082	0.01898082	0.01898082	40000.00000000	0.00028351
104.60000000	0.01907276	0.01907276	0.01907276	40000.00000000	0.00028502
104.62500000	0.01916451	0.01916451	0.01916451	40000.00000000	0.00028652
104.65000000	0.01925607	0.01925607	0.01925607	40000.00000000	0.00028803
104.67500000	0.01934745	0.01934745	0.01934745	40000.00000000	0.00028953
104.70000000	0.01943863	0.01943863	0.01943863	40000.00000000	0.00029104
104.72500000	0.01952962	0.01952962	0.01952962	40000.00000000	0.00029254
104.75000000	0.01962041	0.01962041	0.01962041	40000.00000000	0.00029404
104.77500000	0.01971101	0.01971101	0.01971101	40000.00000000	0.00029554
104.80000000	0.01980142	0.01980142	0.01980142	40000.00000000	0.00029704
104.82500000	0.01989163	0.01989163	0.01989163	40000.00000000	0.00029854
104.85000000	0.01998165	0.01998165	0.01998165	40000.00000000	0.00030004
104.87500000	0.02007147	0.02007147	0.02007147	40000.00000000	0.00030154
104.90000000	0.02016109	0.02016109	0.02016109	40000.00000000	0.00030304
104.92500000	0.02025051	0.02025051	0.02025051	40000.00000000	0.00030453
104.95000000	0.02033973	0.02033973	0.02033973	40000.00000000	0.00030603
104.97500000	0.02042876	0.02042876	0.02042876	40000.00000000	0.00030752
105.00000000	0.02051758	0.02051758	0.02051758	40000.00000000	0.00030902
105.02500000	0.02060619	0.02060619	0.02060619	40000.00000000	0.00031051
105.05000000	0.02069461	0.02069461	0.02069461	40000.00000000	0.00031200
105.07500000	0.02078282	0.02078282	0.02078282	40000.00000000	0.00031350
105.10000000	0.02087082	0.02087082	0.02087082	40000.00000000	0.00031499
105.12500000	0.02095862	0.02095862	0.02095862	40000.00000000	0.00031648
105.15000000	0.02104621	0.02104621	0.02104621	40000.00000000	0.00031797
105.17500000	0.02113360	0.02113360	0.02113360	40000.00000000	0.00031946
105.20000000	0.02122077	0.02122077	0.02122077	40000.00000000	0.00032094
105.22500000	0.02130774	0.02130774	0.02130774	40000.00000000	0.00032243
105.25000000	0.02139449	0.02139449	0.02139449	40000.00000000	0.00032392
105.27500000	0.02148104	0.02148104	0.02148104	40000.00000000	0.00032540
105.30000000	0.02156737	0.02156737	0.02156737	40000.00000000	0.00032689
105.32500000	0.02165349	0.02165349	0.02165349	40000.00000000	0.00032837
105.35000000	0.02173939	0.02173939	0.02173939	40000.00000000	0.00032986
105.37500000	0.02182509	0.02182509	0.02182509	40000.00000000	0.00033134
105.40000000	0.02191056	0.02191056	0.02191056	40000.00000000	0.00033282
105.42500000	0.02199582	0.02199582	0.02199582	40000.00000000	0.00033430
105.45000000	0.02208086	0.02208086	0.02208086	40000.00000000	0.00033578
105.47500000	0.02216569	0.02216569	0.02216569	40000.00000000	0.00033726
105.50000000	0.02225029	0.02225029	0.02225029	40000.00000000	0.00033874
105.52500000	0.02233468	0.02233468	0.02233468	40000.00000000	0.00034022
105.55000000	0.02241885	0.02241885	0.02241885	40000.00000000	0.00034169
105.57500000	0.02250279	0.02250279	0.02250279	40000.00000000	0.00034317
105.60000000	0.02258651	0.02258651	0.02258651	40000.00000000	0.00034464
105.62500000	0.02267001	0.02267001	0.02267001	40000.00000000	0.00034612
105.65000000	0.02275329	0.02275329	0.02275329	40000.00000000	0.00034759
105.67500000	0.02283634	0.02283634	0.02283634	40000.00000000	0.00034906
105.70000000	0.02291917	0.02291917	0.02291917	40000.00000000	0.00035053
105.72500000	0.02300177	0.02300177	0.02300177	40000.00000000	0.00035201
105.75000000	0.02308414	0.02308414	0.02308414	40000.00000000	0.00035347
105.77500000	0.02316628	0.02316628	0.02316628	40000.00000000	0.00035494
105.80000000	0.02324820	0.02324820	0.02324820	40000.00000000	0.00035641
105.82500000	0.02332989	0.02332989	0.02332989	40000.00000000	0.00035788
105.85000000	0.02341134	0.02341134	0.02341134	40000.00000000	0.00035935
105.87500000	0.02349257	0.02349257	0.02349257	40000.00000000	0.00036081
105.90000000	0.02357356	0.02357356	0.02357356	40000.00000000	0.00036228
105.92500000	0.02365432	0.02365432	0.02365432	40000.00000000	0.00036374
105.95000000	0.02373485	0.02373485	0.02373485	40000.00000000	0.00036520
105.97500000	0.02381514	0.02381514	0.02381514	40000.00000000	0.00036666
106.00000000	0.02389520	0.02389520	0.02389520	40000.00000000	0.00036812
106.02500000	0.02397502	0.02397502	0.02397502	40000.00000000	0.00036958
106.05000000	0.02405461	0.02405461	0.02405461	40000.00000000	0.00037104
106.07500000	0.02413396	0.02413396	0.02413396	40000.00000000	0.00037250
106.10000000	0.02421307	0.02421307	0.02421307	40000.00000000	0.00037396
106.12500000	0.02429194	0.02429194	0.02429194	40000.00000000	0.00037542
106.15000000	0.02437057	0.02437057	0.02437057	40000.00000000	0.00037687
106.17500000	0.02444896	0.02444896	0.02444896	40000.00000000	0.00037833
106.20000000	0.02452711	0.02452711	0.02452711	40000.00000000	0.00037978
106.22500000	0.02460502	0.02460502	0.02460502	40000.00000000	0.00038123
106.25000000	0.02468268	0.02468268	0.02468268	40000.00000000	0.00038268
106.27500000	0.02476010	0.02476010	0.02476010	40000.00000000	0.00038413
106.30000000	0.02483728	0.02483728	0.02483728	40000.00000000	0.00038558
106.32500000	0.02491421	0.02491421	0.02491421	40000.00000000	0.00038703
106.35000000	0.02499090	0.02499090	0.02499090	40000.00000000	0.00038848
106.37500000	0.02506734	0.02506734	0.02506734	40000.00000000	0.00038993
106.40000000	0.02514353	0.02514353	0.02514353	40000.00000000	0.00039137
106.42500000	0.02521947	0.02521947	0.02521947	40000.00000000	0.00039282
106.45000000	0.02529517	0.02529517	0.02529517	40000.00000000	0.00039426
106.47500000	0.02537061	0.02537061	0.02537061	40000.00000000	0.00039571
106.50000000	0.02544581	0.02544581	0.02544581	40000.00000000	0.00039715
106.52500000	0.02552075	0.02552075	0.02552075	40000.00000000	0.00039859
106.55000000	0.02559544	0.02559544	0.02559544	40000.00000000	0.00040003
106.57500000	0.02566988	0.02566988	0.02566988	40000.00000000	0.00040147
106.60000000	0.02574406	0.02574406	0.02574406	40000.00000000	0.00040291
106.62500000	0.02581800	0.02581800	0.02581800	40000.00000000	0.00040434
106.65000000	0.02589167	0.02589167	0.02589167	40000.00000000	0.00040578
106.67500000	0.02596509	0.02596509	0.02596509	40000.00000000	0.00040721
106.70000000	0.02603826	0.02603826	0.02603826	40000.00000000	0.00040865
106.72500000	0.02611117	0.02611117	0.02611117	40000.00000000	0.00041008
106.75000000	0.02618382	0.02618382	0.02618382	40000.00000000	0.00041151
106.77500000	0.02625621	0.02625621	0.02625621	40000.00000000	0.00041295
106.80000000	0.02632834	0.02632834	0.02632834	40000.00000000	0.00041438
106.82500000	0.02640021	0.02640021	0.02640021	40000.00000000	0.00041580
106.85000000	0.02647182	0.02647182	0.02647182	40000.00000000	0.00041723
106.87500000	0.02654318	0.02654318	0.02654318	40000.00000000	0.00041866
106.90000000	0.02661426	0.02661426	0.02661426	40000.00000000	0.00042009
106.92500000	0.02668509	0.02668509	0.02668509	40000.00000000	0.00042151
106.95000000	0.02675565	0.02675565	0.02675565	40000.00000000	0.00042293
106.97500000	0.02682595	0.02682595	0.02682595	40000.00000000	0.00042436
107.00000000	0.02689599	0.02689599	0.02689599	40000.00000000	0.00042578
107.02500000	0.02696575	0.02696575	0.02696575	40000.00000000	0.00042720
107.05000000	0.02703526	0.02703526	0.02703526	40000.00000000	0.00042862
107.07500000	0.02710449	0.02710449	0.02710449	40000.00000000	0.00043004
107.10000000	0.02717346	0.02717346	0.02717346	40000.00000000	0.00043146
107.12500000	0.02724216	0.02724216	0.02724216	40000.00000000	0.00043287
107.15000000	0.02731059	0.02731059	0.02731059	40000.00000000	0.00043429
107.17500000	0.02737875	0.02737875	0.02737875	40000.00000000	0.00043570
107.20000000	0.02744664	0.02744664	0.02744664	40000.00000000	0.00043712
107.22500000	0.02751426	0.02751426	0.02751426	40000.00000000	0.00043853
107.25000000	0.02758161	0.02758161	0.02758161	40000.00000000	0.00043994
107.27500000	0.02764869	0.02764869	0.02764869	40000.00000000	0.00044135
107.30000000	0.02771549	0.02771549	0.02771549	40000.00000000	0.00044276
107.32500000	0.02778202	0.02778202	0.02778202	40000.00000000	0.00044417
107.35000000	0.02784828	0.02784828	0.02784828	40000.00000000	0.00044557
107.37500000	0.02791426	0.02791426	0.02791426	40000.00000000	0.00044698
107.40000000	0.02797997	0.02797997	0.02797997	40000.00000000	0.00044838
107.42500000	0.02804540	0.02804540	0.02804540	40000.00000000	0.00044979
107.45000000	0.02811055	0.02811055	0.02811055	40000.00000000	0.00045119
107.47500000	0.02817542	0.02817542	0.02817542	40000.00000000	0.00045259
107.50000000	0.02824002	0.02824002	0.02824002	40000.00000000	0.00045399
107.52500000	0.02830434	0.02830434	0.02830434	40000.00000000	0.00045539
107.55000000	0.02836838	0.02836838	0.02836838	40000.00000000	0.00045679
107.57500000	0.02843214	0.02843214	0.02843214	40000.00000000	0.00045818
