! Time(s)	BldPitch1(rad)	BldPitch2(rad)	BldPitch3(rad)	GenTq(Nm)	YawRate(rad/s)	Cable1(m)	StC1(N)
82.47500000	-0.02817542	-0.02817542	-0.02817542	40000.00000000	-0.00089172	0.57015314	1016108.70825299
82.50000000	-0.02824002	-0.02824002	-0.02824002	40000.00000000	-0.00089101	0.57071068	1015643.44650402
82.52500000	-0.02830434	-0.02830434	-0.02830434	40000.00000000	-0.00089029	0.57126385	1015177.83736779
82.55000000	-0.02836838	-0.02836838	-0.02836838	40000.00000000	-0.00088958	0.57181263	1014711.89118386
82.57500000	-0.02843214	-0.02843214	-0.02843214	40000.00000000	-0.00088886	0.57235698	1014245.61829932
82.60000000	-0.02849562	-0.02849562	-0.02849562	40000.00000000	-0.00088814	0.57289686	1013779.02906846
82.62500000	-0.02855881	-0.02855881	-0.02855881	40000.00000000	-0.00088741	0.57343225	1013312.13385266
82.65000000	-0.02862173	-0.02862173	-0.02862173	40000.00000000	-0.00088669	0.57396311	1012844.94302003
82.67500000	-0.02868436	-0.02868436	-0.02868436	40000.00000000	-0.00088596	0.57448941	1012377.46694529
82.70000000	-0.02874671	-0.02874671	-0.02874671	40000.00000000	-0.00088523	0.57501111	1011909.71600949
82.72500000	-0.02880878	-0.02880878	-0.02880878	40000.00000000	-0.00088450	0.57552818	1011441.70059975
82.75000000	-0.02887056	-0.02887056	-0.02887056	40000.00000000	-0.00088377	0.57604060	1010973.43110910
82.77500000	-0.02893206	-0.02893206	-0.02893206	40000.00000000	-0.00088303	0.57654832	1010504.91793620
82.80000000	-0.02899327	-0.02899327	-0.02899327	40000.00000000	-0.00088229	0.57705132	1010036.17148512
82.82500000	-0.02905419	-0.02905419	-0.02905419	40000.00000000	-0.00088155	0.57754957	1009567.20216511
82.85000000	-0.02911483	-0.02911483	-0.02911483	40000.00000000	-0.00088081	0.57804304	1009098.02039036
82.87500000	-0.02917518	-0.02917518	-0.02917518	40000.00000000	-0.00088006	0.57853169	1008628.63657979
82.90000000	-0.02923524	-0.02923524	-0.02923524	40000.00000000	-0.00087932	0.57901550	1008159.06115682
82.92500000	-0.02929502	-0.02929502	-0.02929502	40000.00000000	-0.00087857	0.57949444	1007689.30454909
82.95000000	-0.02935450	-0.02935450	-0.02935450	40000.00000000	-0.00087782	0.57996847	1007219.37718829
82.97500000	-0.02941370	-0.02941370	-0.02941370	40000.00000000	-0.00087706	0.58043756	1006749.28950989
83.00000000	-0.02947260	-0.02947260	-0.02947260	40000.00000000	-0.00087631	0.58090170	1006279.05195293
83.02500000	-0.02953122	-0.02953122	-0.02953122	40000.00000000	-0.00087555	0.58136084	1005808.67495977
83.05000000	-0.02958954	-0.02958954	-0.02958954	40000.00000000	-0.00087479	0.58181497	1005338.16897588
83.07500000	-0.02964757	-0.02964757	-0.02964757	40000.00000000	-0.00087403	0.58226405	1004867.54444956
83.10000000	-0.02970531	-0.02970531	-0.02970531	40000.00000000	-0.00087326	0.58270806	1004396.81183179
83.12500000	-0.02976276	-0.02976276	-0.02976276	40000.00000000	-0.00087250	0.58314696	1003925.98157591
83.15000000	-0.02981991	-0.02981991	-0.02981991	40000.00000000	-0.00087173	0.58358074	1003455.06413745
83.17500000	-0.02987676	-0.02987676	-0.02987676	40000.00000000	-0.00087096	0.58400936	1002984.06997387
83.20000000	-0.02993333	-0.02993333	-0.02993333	40000.00000000	-0.00087018	0.58443279	1002513.00954433
83.22500000	-0.02998959	-0.02998959	-0.02998959	40000.00000000	-0.00086941	0.58485102	1002041.89330948
83.25000000	-0.03004556	-0.03004556	-0.03004556	40000.00000000	-0.00086863	0.58526402	1001570.73173118
83.27500000	-0.03010124	-0.03010124	-0.03010124	40000.00000000	-0.00086785	0.58567175	1001099.53527232
83.30000000	-0.03015662	-0.03015662	-0.03015662	40000.00000000	-0.00086707	0.58607420	1000628.31439656
83.32500000	-0.03021170	-0.03021170	-0.03021170	40000.00000000	-0.00086629	0.58647134	1000157.07956808
83.35000000	-0.03026648	-0.03026648	-0.03026648	40000.00000000	-0.00086550	0.58686315	999685.84125141
83.37500000	-0.03032096	-0.03032096	-0.03032096	40000.00000000	-0.00086471	0.58724960	999214.60991113
83.40000000	-0.03037514	-0.03037514	-0.03037514	40000.00000000	-0.00086392	0.58763067	998743.39601166
83.42500000	-0.03042903	-0.03042903	-0.03042903	40000.00000000	-0.00086313	0.58800633	998272.21001706
83.45000000	-0.03048261	-0.03048261	-0.03048261	40000.00000000	-0.00086234	0.58837656	997801.06239075
83.47500000	-0.03053589	-0.03053589	-0.03053589	40000.00000000	-0.00086154	0.58874134	997329.96359529
83.50000000	-0.03058887	-0.03058887	-0.03058887	40000.00000000	-0.00086074	0.58910065	996858.92409219
83.52500000	-0.03064155	-0.03064155	-0.03064155	40000.00000000	-0.00085994	0.58945446	996387.95434160
83.55000000	-0.03069393	-0.03069393	-0.03069393	40000.00000000	-0.00085914	0.58980276	995917.06480215
83.57500000	-0.03074600	-0.03074600	-0.03074600	40000.00000000	-0.00085833	0.59014551	995446.26593068
83.60000000	-0.03079777	-0.03079777	-0.03079777	40000.00000000	-0.00085753	0.59048271	994975.56818202
83.62500000	-0.03084924	-0.03084924	-0.03084924	40000.00000000	-0.00085672	0.59081432	994504.98200876
83.65000000	-0.03090040	-0.03090040	-0.03090040	40000.00000000	-0.00085591	0.59114033	994034.51786098
83.67500000	-0.03095126	-0.03095126	-0.03095126	40000.00000000	-0.00085509	0.59146072	993564.18618610
83.70000000	-0.03100181	-0.03100181	-0.03100181	40000.00000000	-0.00085428	0.59177546	993093.99742856
83.72500000	-0.03105206	-0.03105206	-0.03105206	40000.00000000	-0.00085346	0.59208455	992623.96202964
83.75000000	-0.03110200	-0.03110200	-0.03110200	40000.00000000	-0.00085264	0.59238795	992154.09042722
83.77500000	-0.03115163	-0.03115163	-0.03115163	40000.00000000	-0.00085182	0.59268566	991684.39305552
83.80000000	-0.03120095	-0.03120095	-0.03120095	40000.00000000	-0.00085099	0.59297765	991214.88034493
83.82500000	-0.03124997	-0.03124997	-0.03124997	40000.00000000	-0.00085017	0.59326390	990745.56272169
83.85000000	-0.03129868	-0.03129868	-0.03129868	40000.00000000	-0.00084934	0.59354440	990276.45060776
83.87500000	-0.03134708	-0.03134708	-0.03134708	40000.00000000	-0.00084851	0.59381913	989807.55442050
83.90000000	-0.03139517	-0.03139517	-0.03139517	40000.00000000	-0.00084768	0.59408808	989338.88457247
83.92500000	-0.03144295	-0.03144295	-0.03144295	40000.00000000	-0.00084684	0.59435122	988870.45147125
83.95000000	-0.03149042	-0.03149042	-0.03149042	40000.00000000	-0.00084601	0.59460854	988402.26551910
83.97500000	-0.03153757	-0.03153757	-0.03153757	40000.00000000	-0.00084517	0.59486002	987934.33711285
84.00000000	-0.03158442	-0.03158442	-0.03158442	40000.00000000	-0.00084433	0.59510565	987466.67664357
84.02500000	-0.03163096	-0.03163096	-0.03163096	40000.00000000	-0.00084349	0.59534542	986999.29449640
84.05000000	-0.03167718	-0.03167718	-0.03167718	40000.00000000	-0.00084264	0.59557930	986532.20105028
84.07500000	-0.03172309	-0.03172309	-0.03172309	40000.00000000	-0.00084179	0.59580729	986065.40667778
84.10000000	-0.03176869	-0.03176869	-0.03176869	40000.00000000	-0.00084094	0.59602937	985598.92174477
84.12500000	-0.03181398	-0.03181398	-0.03181398	40000.00000000	-0.00084009	0.59624552	985132.75661031
84.15000000	-0.03185895	-0.03185895	-0.03185895	40000.00000000	-0.00083924	0.59645574	984666.92162630
84.17500000	-0.03190360	-0.03190360	-0.03190360	40000.00000000	-0.00083839	0.59666001	984201.42713736
84.20000000	-0.03194794	-0.03194794	-0.03194794	40000.00000000	-0.00083753	0.59685832	983736.28348051
84.22500000	-0.03199197	-0.03199197	-0.03199197	40000.00000000	-0.00083667	0.59705065	983271.50098500
84.25000000	-0.03203568	-0.03203568	-0.03203568	40000.00000000	-0.00083581	0.59723699	982807.08997206
84.27500000	-0.03207907	-0.03207907	-0.03207907	40000.00000000	-0.00083494	0.59741734	982343.06075465
84.30000000	-0.03212215	-0.03212215	-0.03212215	40000.00000000	-0.00083408	0.59759168	981879.42363729
84.32500000	-0.03216491	-0.03216491	-0.03216491	40000.00000000	-0.00083321	0.59775999	981416.18891574
84.35000000	-0.03220735	-0.03220735	-0.03220735	40000.00000000	-0.00083234	0.59792228	980953.36687688
84.37500000	-0.03224948	-0.03224948	-0.03224948	40000.00000000	-0.00083147	0.59807853	980490.96779839
84.40000000	-0.03229129	-0.03229129	-0.03229129	40000.00000000	-0.00083060	0.59822873	980029.00194856
84.42500000	-0.03233277	-0.03233277	-0.03233277	40000.00000000	-0.00082972	0.59837286	979567.47958607
84.45000000	-0.03237394	-0.03237394	-0.03237394	40000.00000000	-0.00082884	0.59851093	979106.41095976
84.47500000	-0.03241479	-0.03241479	-0.03241479	40000.00000000	-0.00082796	0.59864293	978645.80630837
84.50000000	-0.03245532	-0.03245532	-0.03245532	40000.00000000	-0.00082708	0.59876883	978185.67586035
84.52500000	-0.03249553	-0.03249553	-0.03249553	40000.00000000	-0.00082620	0.59888865	977726.02983362
84.55000000	-0.03253542	-0.03253542	-0.03253542	40000.00000000	-0.00082531	0.59900237	977266.87843534
84.57500000	-0.03257499	-0.03257499	-0.03257499	40000.00000000	-0.00082442	0.59910997	976808.23186168
84.60000000	-0.03261423	-0.03261423	-0.03261423	40000.00000000	-0.00082353	0.59921147	976350.10029763
84.62500000	-0.03265316	-0.03265316	-0.03265316	40000.00000000	-0.00082264	0.59930685	975892.49391670
84.65000000	-0.03269176	-0.03269176	-0.03269176	40000.00000000	-0.00082175	0.59939610	975435.42288076
84.67500000	-0.03273004	-0.03273004	-0.03273004	40000.00000000	-0.00082085	0.59947921	974978.89733979
84.70000000	-0.03276799	-0.03276799	-0.03276799	40000.00000000	-0.00081995	0.59955620	974522.92743166
84.72500000	-0.03280563	-0.03280563	-0.03280563	40000.00000000	-0.00081905	0.59962704	974067.52328190
84.75000000	-0.03284293	-0.03284293	-0.03284293	40000.00000000	-0.00081815	0.59969173	973612.69500346
84.77500000	-0.03287992	-0.03287992	-0.03287992	40000.00000000	-0.00081725	0.59975028	973158.45269653
84.80000000	-0.03291658	-0.03291658	-0.03291658	40000.00000000	-0.00081634	0.59980267	972704.80644827
84.82500000	-0.03295291	-0.03295291	-0.03295291	40000.00000000	-0.00081543	0.59984891	972251.76633260
84.85000000	-0.03298892	-0.03298892	-0.03298892	40000.00000000	-0.00081452	0.59988899	971799.34240999
84.87500000	-0.03302461	-0.03302461	-0.03302461	40000.00000000	-0.00081361	0.59992290	971347.54472722
84.90000000	-0.03305997	-0.03305997	-0.03305997	40000.00000000	-0.00081269	0.59995066	970896.38331717
84.92500000	-0.03309500	-0.03309500	-0.03309500	40000.00000000	-0.00081178	0.59997224	970445.86819859
84.95000000	-0.03312971	-0.03312971	-0.03312971	40000.00000000	-0.00081086	0.59998766	969996.00937587
84.97500000	-0.03316408	-0.03316408	-0.03316408	40000.00000000	-0.00080994	0.59999692	969546.81683884
85.00000000	-0.03319814	-0.03319814	-0.03319814	40000.00000000	-0.00080902	0.60000000	969098.30056251
85.02500000	-0.03323186	-0.03323186	-0.03323186	40000.00000000	-0.00080809	0.59999692	968650.47050689
85.05000000	-0.03326525	-0.03326525	-0.03326525	40000.00000000	-0.00080717	0.59998766	968203.33661676
85.07500000	-0.03329832	-0.03329832	-0.03329832	40000.00000000	-0.00080624	0.59997224	967756.90882142
85.10000000	-0.03333106	-0.03333106	-0.03333106	40000.00000000	-0.00080531	0.59995066	967311.19703451
85.12500000	-0.03336347	-0.03336347	-0.03336347	40000.00000000	-0.00080438	0.59992290	966866.21115374
85.15000000	-0.03339555	-0.03339555	-0.03339555	40000.00000000	-0.00080344	0.59988899	966421.96106074
85.17500000	-0.03342730	-0.03342730	-0.03342730	40000.00000000	-0.00080251	0.59984891	965978.45662077
85.20000000	-0.03345872	-0.03345872	-0.03345872	40000.00000000	-0.00080157	0.59980267	965535.70768255
85.22500000	-0.03348981	-0.03348981	-0.03348981	40000.00000000	-0.00080063	0.59975028	965093.72407800
85.25000000	-0.03352057	-0.03352057	-0.03352057	40000.00000000	-0.00079968	0.59969173	964652.51562207
85.27500000	-0.03355100	-0.03355100	-0.03355100	40000.00000000	-0.00079874	0.59962704	964212.09211249
85.30000000	-0.03358110	-0.03358110	-0.03358110	40000.00000000	-0.00079779	0.59955620	963772.46332955
85.32500000	-0.03361087	-0.03361087	-0.03361087	40000.00000000	-0.00079685	0.59947921	963333.63903589
85.35000000	-0.03364030	-0.03364030	-0.03364030	40000.00000000	-0.00079590	0.59939610	962895.62897630
85.37500000	-0.03366941	-0.03366941	-0.03366941	40000.00000000	-0.00079494	0.59930685	962458.44287747
85.40000000	-0.03369818	-0.03369818	-0.03369818	40000.00000000	-0.00079399	0.59921147	962022.09044782
85.42500000	-0.03372661	-0.03372661	-0.03372661	40000.00000000	-0.00079303	0.59910997	961586.58137723
85.45000000	-0.03375472	-0.03375472	-0.03375472	40000.00000000	-0.00079208	0.59900237	961151.92533686
85.47500000	-0.03378249	-0.03378249	-0.03378249	40000.00000000	-0.00079112	0.59888865	960718.13197894
85.50000000	-0.03380993	-0.03380993	-0.03380993	40000.00000000	-0.00079016	0.59876883	960285.21093652
85.52500000	-0.03383704	-0.03383704	-0.03383704	40000.00000000	-0.00078919	0.59864293	959853.17182330
85.55000000	-0.03386381	-0.03386381	-0.03386381	40000.00000000	-0.00078823	0.59851093	959422.02423338
85.57500000	-0.03389024	-0.03389024	-0.03389024	40000.00000000	-0.00078726	0.59837286	958991.77774107
85.60000000	-0.03391635	-0.03391635	-0.03391635	40000.00000000	-0.00078629	0.59822873	958562.44190067
85.62500000	-0.03394211	-0.03394211	-0.03394211	40000.00000000	-0.00078532	0.59807853	958134.02624626
85.65000000	-0.03396755	-0.03396755	-0.03396755	40000.00000000	-0.00078434	0.59792228	957706.54029147
85.67500000	-0.03399264	-0.03399264	-0.03399264	40000.00000000	-0.00078337	0.59775999	957279.99352931
85.70000000	-0.03401741	-0.03401741	-0.03401741	40000.00000000	-0.00078239	0.59759168	956854.39543190
85.72500000	-0.03404183	-0.03404183	-0.03404183	40000.00000000	-0.00078141	0.59741734	956429.75545034
85.75000000	-0.03406592	-0.03406592	-0.03406592	40000.00000000	-0.00078043	0.59723699	956006.08301441
85.77500000	-0.03408968	-0.03408968	-0.03408968	40000.00000000	-0.00077945	0.59705065	955583.38753242
85.80000000	-0.03411309	-0.03411309	-0.03411309	40000.00000000	-0.00077846	0.59685832	955161.67839100
85.82500000	-0.03413617	-0.03413617	-0.03413617	40000.00000000	-0.00077748	0.59666001	954740.96495485
85.85000000	-0.03415892	-0.03415892	-0.03415892	40000.00000000	-0.00077649	0.59645574	954321.25656657
85.87500000	-0.03418132	-0.03418132	-0.03418132	40000.00000000	-0.00077550	0.59624552	953902.56254645
85.90000000	-0.03420339	-0.03420339	-0.03420339	40000.00000000	-0.00077450	0.59602937	953484.89219225
85.92500000	-0.03422513	-0.03422513	-0.03422513	40000.00000000	-0.00077351	0.59580729	953068.25477900
85.95000000	-0.03424652	-0.03424652	-0.03424652	40000.00000000	-0.00077251	0.59557930	952652.65955877
85.97500000	-0.03426758	-0.03426758	-0.03426758	40000.00000000	-0.00077151	0.59534542	952238.11576051
86.00000000	-0.03428829	-0.03428829	-0.03428829	40000.00000000	-0.00077051	0.59510565	951824.63258983
86.02500000	-0.03430867	-0.03430867	-0.03430867	40000.00000000	-0.00076951	0.59486002	951412.21922875
86.05000000	-0.03432871	-0.03432871	-0.03432871	40000.00000000	-0.00076851	0.59460854	951000.88483558
86.07500000	-0.03434842	-0.03434842	-0.03434842	40000.00000000	-0.00076750	0.59435122	950590.63854462
86.10000000	-0.03436778	-0.03436778	-0.03436778	40000.00000000	-0.00076649	0.59408808	950181.48946605
86.12500000	-0.03438680	-0.03438680	-0.03438680	40000.00000000	-0.00076548	0.59381913	949773.44668566
86.15000000	-0.03440549	-0.03440549	-0.03440549	40000.00000000	-0.00076447	0.59354440	949366.51926469
86.17500000	-0.03442383	-0.03442383	-0.03442383	40000.00000000	-0.00076346	0.59326390	948960.71623958
86.20000000	-0.03444184	-0.03444184	-0.03444184	40000.00000000	-0.00076244	0.59297765	948556.04662185
86.22500000	-0.03445950	-0.03445950	-0.03445950	40000.00000000	-0.00076143	0.59268566	948152.51939780
86.25000000	-0.03447683	-0.03447683	-0.03447683	40000.00000000	-0.00076041	0.59238795	947750.14352841
86.27500000	-0.03449381	-0.03449381	-0.03449381	40000.00000000	-0.00075938	0.59208455	947348.92794904
86.30000000	-0.03451046	-0.03451046	-0.03451046	40000.00000000	-0.00075836	0.59177546	946948.88156933
86.32500000	-0.03452676	-0.03452676	-0.03452676	40000.00000000	-0.00075734	0.59146072	946550.01327293
86.35000000	-0.03454272	-0.03454272	-0.03454272	40000.00000000	-0.00075631	0.59114033	946152.33191733
86.37500000	-0.03455834	-0.03455834	-0.03455834	40000.00000000	-0.00075528	0.59081432	945755.84633369
86.40000000	-0.03457363	-0.03457363	-0.03457363	40000.00000000	-0.00075425	0.59048271	945360.56532657
86.42500000	-0.03458857	-0.03458857	-0.03458857	40000.00000000	-0.00075322	0.59014551	944966.49767382
86.45000000	-0.03460316	-0.03460316	-0.03460316	40000.00000000	-0.00075218	0.58980276	944573.65212633
86.47500000	-0.03461742	-0.03461742	-0.03461742	40000.00000000	-0.00075115	0.58945446	944182.03740785
86.50000000	-0.03463134	-0.03463134	-0.03463134	40000.00000000	-0.00075011	0.58910065	943791.66221479
86.52500000	-0.03464491	-0.03464491	-0.03464491	40000.00000000	-0.00074907	0.58874134	943402.53521605
86.55000000	-0.03465814	-0.03465814	-0.03465814	40000.00000000	-0.00074803	0.58837656	943014.66505281
86.57500000	-0.03467103	-0.03467103	-0.03467103	40000.00000000	-0.00074699	0.58800633	942628.06033833
86.60000000	-0.03468358	-0.03468358	-0.03468358	40000.00000000	-0.00074594	0.58763067	942242.72965777
86.62500000	-0.03469578	-0.03469578	-0.03469578	40000.00000000	-0.00074489	0.58724960	941858.68156802
86.65000000	-0.03470765	-0.03470765	-0.03470765	40000.00000000	-0.00074385	0.58686315	941475.92459745
86.67500000	-0.03471917	-0.03471917	-0.03471917	40000.00000000	-0.00074279	0.58647134	941094.46724579
86.70000000	-0.03473034	-0.03473034	-0.03473034	40000.00000000	-0.00074174	0.58607420	940714.31798389
86.72500000	-0.03474118	-0.03474118	-0.03474118	40000.00000000	-0.00074069	0.58567175	940335.48525358
86.75000000	-0.03475167	-0.03475167	-0.03475167	40000.00000000	-0.00073963	0.58526402	939957.97746741
86.77500000	-0.03476182	-0.03476182	-0.03476182	40000.00000000	-0.00073857	0.58485102	939581.80300855
86.80000000	-0.03477162	-0.03477162	-0.03477162	40000.00000000	-0.00073751	0.58443279	939206.97023054
86.82500000	-0.03478108	-0.03478108	-0.03478108	40000.00000000	-0.00073645	0.58400936	938833.48745713
86.85000000	-0.03479020	-0.03479020	-0.03479020	40000.00000000	-0.00073539	0.58358074	938461.36298208
86.87500000	-0.03479898	-0.03479898	-0.03479898	40000.00000000	-0.00073432	0.58314696	938090.60506902
86.90000000	-0.03480741	-0.03480741	-0.03480741	40000.00000000	-0.00073326	0.58270806	937721.22195119
86.92500000	-0.03481550	-0.03481550	-0.03481550	40000.00000000	-0.00073219	0.58226405	937353.22183133
86.95000000	-0.03482325	-0.03482325	-0.03482325	40000.00000000	-0.00073112	0.58181497	936986.61288146
86.97500000	-0.03483065	-0.03483065	-0.03483065	40000.00000000	-0.00073004	0.58136084	936621.40324271
87.00000000	-0.03483770	-0.03483770	-0.03483770	40000.00000000	-0.00072897	0.58090170	936257.60102513
87.02500000	-0.03484442	-0.03484442	-0.03484442	40000.00000000	-0.00072789	0.58043756	935895.21430752
87.05000000	-0.03485079	-0.03485079	-0.03485079	40000.00000000	-0.00072681	0.57996847	935534.25113724
87.07500000	-0.03485681	-0.03485681	-0.03485681	40000.00000000	-0.00072573	0.57949444	935174.71953005
87.10000000	-0.03486250	-0.03486250	-0.03486250	40000.00000000	-0.00072465	0.57901550	934816.62746991
87.12500000	-0.03486783	-0.03486783	-0.03486783	40000.00000000	-0.00072357	0.57853169	934459.98290882
87.15000000	-0.03487283	-0.03487283	-0.03487283	40000.00000000	-0.00072248	0.57804304	934104.79376663
87.17500000	-0.03487748	-0.03487748	-0.03487748	40000.00000000	-0.00072140	0.57754957	933751.06793087
87.20000000	-0.03488178	-0.03488178	-0.03488178	40000.00000000	-0.00072031	0.57705132	933398.81325657
87.22500000	-0.03488574	-0.03488574	-0.03488574	40000.00000000	-0.00071922	0.57654832	933048.03756612
87.25000000	-0.03488936	-0.03488936	-0.03488936	40000.00000000	-0.00071813	0.57604060	932698.74864902
87.27500000	-0.03489263	-0.03489263	-0.03489263	40000.00000000	-0.00071703	0.57552818	932350.95426180
87.30000000	-0.03489556	-0.03489556	-0.03489556	40000.00000000	-0.00071594	0.57501111	932004.66212776
87.32500000	-0.03489814	-0.03489814	-0.03489814	40000.00000000	-0.00071484	0.57448941	931659.87993687
87.35000000	-0.03490038	-0.03490038	-0.03490038	40000.00000000	-0.00071374	0.57396311	931316.61534556
87.37500000	-0.03490228	-0.03490228	-0.03490228	40000.00000000	-0.00071264	0.57343225	930974.87597656
87.40000000	-0.03490383	-0.03490383	-0.03490383	40000.00000000	-0.00071154	0.57289686	930634.66941872
87.42500000	-0.03490503	-0.03490503	-0.03490503	40000.00000000	-0.00071043	0.57235698	930296.00322687
87.45000000	-0.03490590	-0.03490590	-0.03490590	40000.00000000	-0.00070932	0.57181263	929958.88492162
87.47500000	-0.03490641	-0.03490641	-0.03490641	40000.00000000	-0.00070822	0.57126385	929623.32198921
87.50000000	-0.03490659	-0.03490659	-0.03490659	40000.00000000	-0.00070711	0.57071068	929289.32188135
87.52500000	-0.03490641	-0.03490641	-0.03490641	40000.00000000	-0.00070600	0.57015314	928956.89201502
87.55000000	-0.03490590	-0.03490590	-0.03490590	40000.00000000	-0.00070488	0.56959128	928626.03977236
87.57500000	-0.03490503	-0.03490503	-0.03490503	40000.00000000	-0.00070377	0.56902512	928296.77250046
87.60000000	-0.03490383	-0.03490383	-0.03490383	40000.00000000	-0.00070265	0.56845471	927969.09751121
87.62500000	-0.03490228	-0.03490228	-0.03490228	40000.00000000	-0.00070153	0.56788007	927643.02208116
87.65000000	-0.03490038	-0.03490038	-0.03490038	40000.00000000	-0.00070041	0.56730125	927318.55345131
87.67500000	-0.03489814	-0.03489814	-0.03489814	40000.00000000	-0.00069929	0.56671828	926995.69882701
87.70000000	-0.03489556	-0.03489556	-0.03489556	40000.00000000	-0.00069817	0.56613119	926674.46537774
87.72500000	-0.03489263	-0.03489263	-0.03489263	40000.00000000	-0.00069704	0.56554002	926354.86023701
87.75000000	-0.03488936	-0.03488936	-0.03488936	40000.00000000	-0.00069591	0.56494480	926036.89050214
87.77500000	-0.03488574	-0.03488574	-0.03488574	40000.00000000	-0.00069478	0.56434559	925720.56323415
87.80000000	-0.03488178	-0.03488178	-0.03488178	40000.00000000	-0.00069365	0.56374240	925405.88545758
87.82500000	-0.03487748	-0.03487748	-0.03487748	40000.00000000	-0.00069252	0.56313528	925092.86416035
87.85000000	-0.03487283	-0.03487283	-0.03487283	40000.00000000	-0.00069139	0.56252427	924781.50629359
87.87500000	-0.03486783	-0.03486783	-0.03486783	40000.00000000	-0.00069025	0.56190939	924471.81877148
87.90000000	-0.03486250	-0.03486250	-0.03486250	40000.00000000	-0.00068911	0.56129071	924163.80847113
87.92500000	-0.03485681	-0.03485681	-0.03485681	40000.00000000	-0.00068797	0.56066824	923857.48223238
87.95000000	-0.03485079	-0.03485079	-0.03485079	40000.00000000	-0.00068683	0.56004202	923552.84685769
87.97500000	-0.03484442	-0.03484442	-0.03484442	40000.00000000	-0.00068569	0.55941211	923249.90911197
88.00000000	-0.03483770	-0.03483770	-0.03483770	40000.00000000	-0.00068455	0.55877853	922948.67572242
88.02500000	-0.03483065	-0.03483065	-0.03483065	40000.00000000	-0.00068340	0.55814132	922649.15337841
88.05000000	-0.03482325	-0.03482325	-0.03482325	40000.00000000	-0.00068225	0.55750053	922351.34873129
88.07500000	-0.03481550	-0.03481550	-0.03481550	40000.00000000	-0.00068110	0.55685619	922055.26839429
88.10000000	-0.03480741	-0.03480741	-0.03480741	40000.00000000	-0.00067995	0.55620834	921760.91894234
88.12500000	-0.03479898	-0.03479898	-0.03479898	40000.00000000	-0.00067880	0.55555702	921468.30691193
88.15000000	-0.03479020	-0.03479020	-0.03479020	40000.00000000	-0.00067765	0.55490228	921177.43880096
88.17500000	-0.03478108	-0.03478108	-0.03478108	40000.00000000	-0.00067649	0.55424415	920888.32106862
88.20000000	-0.03477162	-0.03477162	-0.03477162	40000.00000000	-0.00067533	0.55358268	920600.96013522
88.22500000	-0.03476182	-0.03476182	-0.03476182	40000.00000000	-0.00067417	0.55291790	920315.36238206
88.25000000	-0.03475167	-0.03475167	-0.03475167	40000.00000000	-0.00067301	0.55224986	920031.53415129
88.27500000	-0.03474118	-0.03474118	-0.03474118	40000.00000000	-0.00067185	0.55157859	919749.48174576
88.30000000	-0.03473034	-0.03473034	-0.03473034	40000.00000000	-0.00067069	0.55090414	919469.21142889
88.32500000	-0.03471917	-0.03471917	-0.03471917	40000.00000000	-0.00066952	0.55022655	919190.72942451
88.35000000	-0.03470765	-0.03470765	-0.03470765	40000.00000000	-0.00066835	0.54954587	918914.04191676
88.37500000	-0.03469578	-0.03469578	-0.03469578	40000.00000000	-0.00066718	0.54886212	918639.15504992
88.40000000	-0.03468358	-0.03468358	-0.03468358	40000.00000000	-0.00066601	0.54817537	918366.07492828
88.42500000	-0.03467103	-0.03467103	-0.03467103	40000.00000000	-0.00066484	0.54748564	918094.80761602
88.45000000	-0.03465814	-0.03465814	-0.03465814	40000.00000000	-0.00066367	0.54679298	917825.35913704
88.47500000	-0.03464491	-0.03464491	-0.03464491	40000.00000000	-0.00066249	0.54609744	917557.73547488
88.50000000	-0.03463134	-0.03463134	-0.03463134	40000.00000000	-0.00066131	0.54539905	917291.94257254
88.52500000	-0.03461742	-0.03461742	-0.03461742	40000.00000000	-0.00066013	0.54469786	917027.98633237
88.55000000	-0.03460316	-0.03460316	-0.03460316	40000.00000000	-0.00065895	0.54399392	916765.87261593
88.57500000	-0.03458857	-0.03458857	-0.03458857	40000.00000000	-0.00065777	0.54328726	916505.60724387
88.60000000	-0.03457363	-0.03457363	-0.03457363	40000.00000000	-0.00065659	0.54257793	916247.19599579
88.62500000	-0.03455834	-0.03455834	-0.03455834	40000.00000000	-0.00065540	0.54186597	915990.64461011
88.65000000	-0.03454272	-0.03454272	-0.03454272	40000.00000000	-0.00065421	0.54115144	915735.95878396
88.67500000	-0.03452676	-0.03452676	-0.03452676	40000.00000000	-0.00065302	0.54043436	915483.14417304
88.70000000	-0.03451046	-0.03451046	-0.03451046	40000.00000000	-0.00065183	0.53971479	915232.20639149
88.72500000	-0.03449381	-0.03449381	-0.03449381	40000.00000000	-0.00065064	0.53899277	914983.15101179
88.75000000	-0.03447683	-0.03447683	-0.03447683	40000.00000000	-0.00064945	0.53826834	914735.98356459
88.77500000	-0.03445950	-0.03445950	-0.03445950	40000.00000000	-0.00064825	0.53754156	914490.70953864
88.80000000	-0.03444184	-0.03444184	-0.03444184	40000.00000000	-0.00064706	0.53681246	914247.33438063
88.82500000	-0.03442383	-0.03442383	-0.03442383	40000.00000000	-0.00064586	0.53608108	914005.86349510
88.85000000	-0.03440549	-0.03440549	-0.03440549	40000.00000000	-0.00064466	0.53534748	913766.30224427
88.87500000	-0.03438680	-0.03438680	-0.03438680	40000.00000000	-0.00064346	0.53461171	913528.65594798
